"comuna" "anio" "homicidios" "hurtos" "robo_lugar" "robo_sorpresa" "robo_vehiculo" "robo_violencia" "violacion"
"3062" "Quirihue" 2006 0 569.6 204 17 0 34 8.5
"3063" "Quirihue" 2007 0 517.2 245.9 17 0 25.4 42.4
"3064" "Quirihue" 2008 0 642.4 312.8 16.9 0 33.8 0
"3065" "Quirihue" 2009 0 447.2 244.7 8.4 16.9 42.2 25.3
"3066" "Quirihue" 2010 8.4 429.3 210.4 8.4 25.3 33.7 16.8
"3067" "Quirihue" 2011 0 445.2 201.6 16.8 16.8 33.6 42
"3068" "Quirihue" 2012 0 402.8 159.4 8.4 8.4 25.2 8.4
"3069" "Quirihue" 2013 0 477.5 150.8 8.4 8.4 16.8 8.4
"3070" "Quirihue" 2014 0 510.7 167.4 0 41.9 16.7 8.4
"3071" "Quirihue" 2015 0 317.2 208.7 33.4 33.4 25 0
"3072" "Quirihue" 2016 0 375.5 166.9 0 58.4 41.7 8.3
"3073" "Ránquil" 2001 0 53.4 NA 0 NA 0 17.8
"3074" "Ránquil" 2002 0 36.1 NA 0 NA 0 18.1
"3075" "Ránquil" 2003 18.3 183.1 164.8 0 0 18.3 0
"3076" "Ránquil" 2004 0 316 111.5 37.2 0 18.6 0
"3077" "Ránquil" 2005 0 434.3 132.2 18.9 0 18.9 18.9
"3078" "Ránquil" 2006 0 287.7 134.3 0 0 0 0
"3079" "Ránquil" 2007 0 330.4 272.1 0 0 58.3 77.7
"3080" "Ránquil" 2008 0 614 138.6 0 0 79.2 59.4
"3081" "Ránquil" 2009 0 481.6 301 0 0 140.5 20.1
"3082" "Ránquil" 2010 0 122.5 183.8 20.4 20.4 81.7 20.4
"3083" "Ránquil" 2011 0 186.9 249.2 0 0 62.3 20.8
"3084" "Ránquil" 2012 0 231.7 168.5 0 0 63.2 21.1
"3085" "Ránquil" 2013 0 299.7 85.6 21.4 0 107 21.4
"3086" "Ránquil" 2014 0 347.9 174 0 0 65.2 43.5
"3087" "Ránquil" 2015 0 509.6 332.4 0 0 88.6 22.2
"3088" "Ránquil" 2016 0 247.5 112.5 22.5 22.5 67.5 0
"3089" "San Carlos" 2001 0 289.4 NA 2 NA 3.9 9.8
"3090" "San Carlos" 2002 0 369.6 NA 2 NA 29.5 13.8
"3091" "San Carlos" 2003 0 694.7 196.2 2 0 37.3 11.8
"3092" "San Carlos" 2004 3.9 501.6 174.4 31.3 2 49 21.6
"3093" "San Carlos" 2005 0 710.1 203.4 5.9 33.3 50.9 5.9
"3094" "San Carlos" 2006 3.9 441.6 156.3 7.8 21.5 58.6 21.5
"3095" "San Carlos" 2007 2 411.9 230.3 19.5 33.2 46.8 17.6
"3096" "San Carlos" 2008 1.9 508.9 142.3 19.5 17.5 37 15.6
"3097" "San Carlos" 2009 0 642.8 303.9 5.8 11.7 99.3 7.8
"3098" "San Carlos" 2010 1.9 725.9 227.7 38.9 17.5 93.4 11.7
"3099" "San Carlos" 2011 3.9 896.9 324.9 52.5 54.5 83.7 13.6
"3100" "San Carlos" 2012 1.9 885.2 361.9 68.1 37 52.5 15.6
"3101" "San Carlos" 2013 0 922.1 451.3 68.1 72 93.4 25.3
"3102" "San Carlos" 2014 1.9 884.9 474.5 122.5 97.2 114.7 17.5
"3103" "San Carlos" 2015 0 830.4 381.2 101.1 93.3 124.5 11.7
"3104" "San Carlos" 2016 0 700.8 465.2 68.1 83.7 159.6 29.2
"3105" "San Fabián" 2001 0 81.9 NA 0 NA 0 0
"3106" "San Fabián" 2002 0 192.1 NA 0 NA 0 0
"3107" "San Fabián" 2003 0 165.4 27.6 0 0 0 0
"3108" "San Fabián" 2004 0 222.2 55.6 0 0 0 27.8
"3109" "San Fabián" 2005 0 251.1 111.6 0 0 27.9 0
"3110" "San Fabián" 2006 0 336.9 112.3 0 0 28.1 0
"3111" "San Fabián" 2007 0 395.8 84.8 0 0 56.5 56.5
"3112" "San Fabián" 2008 0 681.2 283.8 0 28.4 0 0
"3113" "San Fabián" 2009 0 1113.3 285.5 0 0 0 28.5
"3114" "San Fabián" 2010 0 948 57.5 0 0 28.7 0
"3115" "San Fabián" 2011 0 1005.5 287.3 0 0 28.7 57.5
"3116" "San Fabián" 2012 0 744.8 487 0 0 0 85.9
"3117" "San Fabián" 2013 0 1061.1 372.8 0 0 0 28.7
"3118" "San Fabián" 2014 0 715.1 486.3 28.6 57.2 28.6 0
"3119" "San Fabián" 2015 0 828.3 657 28.6 28.6 57.1 0
"3120" "San Fabián" 2016 0 810.7 376.4 0 86.9 86.9 0
"3121" "San Ignacio" 2001 0 104.6 NA 0 NA 6.2 12.3
"3122" "San Ignacio" 2002 0 104.9 NA 0 NA 12.3 12.3
"3123" "San Ignacio" 2003 6.2 222.8 117.6 0 0 6.2 0
"3124" "San Ignacio" 2004 6.2 279.4 99.3 6.2 0 55.9 6.2
"3125" "San Ignacio" 2005 0 230.3 56 0 0 49.8 12.4
"3126" "San Ignacio" 2006 6.3 62.5 43.8 0 6.3 25 37.5
"3127" "San Ignacio" 2007 0 88 88 0 0 6.3 18.9
"3128" "San Ignacio" 2008 0 113.6 82.1 6.3 0 18.9 12.6
"3129" "San Ignacio" 2009 0 171.2 133.2 0 0 19 38
"3130" "San Ignacio" 2010 6.4 184.6 120.9 0 12.7 25.5 31.8
"3131" "San Ignacio" 2011 0 288.1 147.2 0 0 32 57.6
"3132" "San Ignacio" 2012 0 225.2 122.3 12.9 25.7 32.2 32.2
"3133" "San Ignacio" 2013 0 278.1 174.6 6.5 12.9 19.4 0
"3134" "San Ignacio" 2014 0 279.5 117 0 26 6.5 19.5
"3135" "San Ignacio" 2015 0 352.9 104.6 0 65.4 13.1 13.1
"3136" "San Ignacio" 2016 0 236.6 124.9 0 13.1 0 19.7
"3137" "San Nicolás" 2001 0 101.3 NA 0 NA 0 0
"3138" "San Nicolás" 2002 0 80.7 NA 0 NA 0 0
"3139" "San Nicolás" 2003 0 231.5 191.2 0 0 20.1 10.1
"3140" "San Nicolás" 2004 0 190.7 170.6 0 0 40.1 10
"3141" "San Nicolás" 2005 0 120.1 40 10 0 70.1 20
"3142" "San Nicolás" 2006 0 219.8 59.9 20 0 59.9 10
"3143" "San Nicolás" 2007 0 309.2 99.8 20 0 39.9 20
"3144" "San Nicolás" 2008 0 388.5 99.6 0 0 29.9 39.8
"3145" "San Nicolás" 2009 0 517.4 268.6 29.8 19.9 49.7 9.9
"3146" "San Nicolás" 2010 9.9 278.2 129.1 0 9.9 29.8 19.9
"3147" "San Nicolás" 2011 0 407.3 188.8 0 19.9 69.5 19.9
"3148" "San Nicolás" 2012 0 397.5 268.3 9.9 19.9 0 39.7
"3149" "San Nicolás" 2013 0 327.9 168.9 9.9 19.9 9.9 19.9
"3150" "San Nicolás" 2014 0 427.1 139.1 9.9 19.9 19.9 0
"3151" "San Nicolás" 2015 0 298.1 268.3 19.9 29.8 59.6 9.9
"3152" "San Nicolás" 2016 0 228.9 189.1 0 49.8 10 29.9
"3153" "Treguaco" 2001 0 169.7 NA 0 NA 0 0
"3154" "Treguaco" 2002 0 95.1 NA 19 NA 0 19
"3155" "Treguaco" 2003 0 114.8 57.4 0 0 0 0
"3156" "Treguaco" 2004 0 57.9 57.9 0 0 0 0
"3157" "Treguaco" 2005 0 213.1 38.8 0 0 0 0
"3158" "Treguaco" 2006 0 176 97.8 0 0 19.6 0
"3159" "Treguaco" 2007 19.7 216.8 157.7 0 0 78.8 19.7
"3160" "Treguaco" 2008 0 278.3 298.2 0 0 0 0
"3161" "Treguaco" 2009 0 300.3 80.1 0 0 20 40
"3162" "Treguaco" 2010 0 222 100.9 0 0 20.2 40.4
"3163" "Treguaco" 2011 0 366.6 244.4 0 0 0 20.4
"3164" "Treguaco" 2012 0 471.8 184.6 20.5 0 0 41
"3165" "Treguaco" 2013 0 227.5 103.4 0 0 0 20.7
"3166" "Treguaco" 2014 0 417.4 146.1 0 0 0 0
"3167" "Treguaco" 2015 0 336.2 231.1 0 21 21 42
"3168" "Treguaco" 2016 0 382.1 127.4 0 0 42.5 21.2
"3169" "Yungay" 2001 0 512.5 NA 0 NA 29.1 17.5
"3170" "Yungay" 2002 17.3 583.4 NA 5.8 NA 34.7 11.6
"3171" "Yungay" 2003 5.7 498.5 160.4 0 22.9 11.5 5.7
"3172" "Yungay" 2004 5.7 755.8 238.7 0 0 62.5 39.8
"3173" "Yungay" 2005 0 524.2 152.2 11.3 5.6 45.1 28.2
"3174" "Yungay" 2006 0 543.2 162.4 0 0 28 28
"3175" "Yungay" 2007 0 483.5 166.7 11.1 11.1 94.5 44.5
"3176" "Yungay" 2008 0 712.2 298.1 22.1 0 99.4 22.1
"3177" "Yungay" 2009 0 674.6 252.3 11 0 65.8 21.9
"3178" "Yungay" 2010 0 599 223.3 16.3 10.9 54.5 21.8
"3179" "Yungay" 2011 0 546.5 313.8 5.4 5.4 59.5 10.8
"3180" "Yungay" 2012 0 596.8 177.4 0 0 32.3 16.1
"3181" "Yungay" 2013 0 427.6 213.8 5.3 21.4 53.5 26.7
"3182" "Yungay" 2014 0 531.2 270.9 10.6 26.6 37.2 10.6
"3183" "Yungay" 2015 0 358.9 364.2 21.1 36.9 42.2 15.8
"3184" "Yungay" 2016 0 420 378 15.7 5.2 68.2 10.5
"3185" "Temuco" 2001 0.8 793.1 NA 62.6 NA 118.9 8.2
"3186" "Temuco" 2002 3.1 704 NA 107.7 NA 136.4 12.6
"3187" "Temuco" 2003 2.3 878.3 723.5 177.3 77.8 159.7 14.7
"3188" "Temuco" 2004 0 1009.8 639 117.5 30.9 150.6 14.7
"3189" "Temuco" 2005 0.4 894.6 624.8 99 39.7 153.1 11.9
"3190" "Temuco" 2006 1.1 973.2 639.8 132.1 68.7 191.3 23.7
"3191" "Temuco" 2007 1.7 973.2 682.6 214.5 230.4 231.5 17
"3192" "Temuco" 2008 2 970.1 643.3 289.9 279.4 213.2 15
"3193" "Temuco" 2009 1.3 1018.5 716.7 239.8 303.1 220.4 15.4
"3194" "Temuco" 2010 1 976.6 592.1 256.9 253.9 225 18.1
"3195" "Temuco" 2011 1 1072.9 647.2 231.5 300.3 233.7 21.7
"3196" "Temuco" 2012 1 1111.7 580.9 197.7 239 198.6 17.2
"3197" "Temuco" 2013 0 990.1 495.7 256.3 230.7 235 14.4
"3198" "Temuco" 2014 0.3 1038.4 561.6 268.1 280.4 241.9 15.1
"3199" "Temuco" 2015 0.6 984.8 489.4 271.9 380.5 245.3 14.2
"3200" "Temuco" 2016 0.6 842.4 423.7 251.5 335.8 238.7 12.5
"3201" "Carahue" 2001 0 336.6 NA 7.6 NA 3.8 38.2
"3202" "Carahue" 2002 0 348.8 NA 0 NA 7.7 15.3
"3203" "Carahue" 2003 0 372.2 433.6 0 3.8 7.7 3.8
"3204" "Carahue" 2004 0 522.6 265.2 3.8 3.8 15.4 7.7
"3205" "Carahue" 2005 0 554.3 227.1 7.7 3.8 50 11.5
"3206" "Carahue" 2006 0 544.1 247 7.7 11.6 77.2 19.3
"3207" "Carahue" 2007 0 468.1 158.6 3.9 0 42.6 38.7
"3208" "Carahue" 2008 0 446 100.8 3.9 3.9 46.5 19.4
"3209" "Carahue" 2009 0 447.2 163.3 23.3 7.8 38.9 27.2
"3210" "Carahue" 2010 0 483.4 85.8 54.6 7.8 89.7 23.4
"3211" "Carahue" 2011 0 496.9 109.6 23.5 7.8 66.5 19.6
"3212" "Carahue" 2012 0 329.9 231.7 7.9 31.4 39.3 11.8
"3213" "Carahue" 2013 0 350.7 82.8 11.8 15.8 51.2 15.8
"3214" "Carahue" 2014 0 375.8 166.2 19.8 31.6 43.5 11.9
"3215" "Carahue" 2015 0 369.3 170.8 31.8 11.9 47.7 19.9
"3216" "Carahue" 2016 0 379.1 139.7 39.9 51.9 35.9 16
"3217" "Cunco" 2001 10.5 147.3 NA 0 NA 5.3 15.8
"3218" "Cunco" 2002 0 131.4 NA 0 NA 10.5 10.5
"3219" "Cunco" 2003 0 189 120.8 5.3 0 0 10.5
"3220" "Cunco" 2004 0 83.9 52.5 5.2 0 10.5 0
"3221" "Cunco" 2005 0 21 5.2 0 0 0 10.5
"3222" "Cunco" 2006 5.2 131.1 152.1 5.2 0 5.2 31.5
"3223" "Cunco" 2007 0 204.7 105 0 5.2 36.7 31.5
"3224" "Cunco" 2008 0 257.4 115.6 0 0 10.5 15.8
"3225" "Cunco" 2009 0 205 141.9 5.3 0 10.5 10.5
"3226" "Cunco" 2010 0 347.1 121 10.5 5.3 21 21
"3227" "Cunco" 2011 0 352.9 189.6 0 0 26.3 21.1
"3228" "Cunco" 2012 0 332.5 121.4 5.3 15.8 52.8 21.1
"3229" "Cunco" 2013 0 280.2 211.5 26.4 37 58.2 10.6
"3230" "Cunco" 2014 0 291.2 201.2 31.8 37.1 63.5 10.6
"3231" "Cunco" 2015 5.3 366.2 233.5 15.9 21.2 42.5 26.5
"3232" "Cunco" 2016 0 388.3 297.9 16 31.9 31.9 21.3
"3233" "Curarrehue" 2001 0 170.8 NA 28.5 NA 28.5 14.2
"3234" "Curarrehue" 2002 0 408.8 NA 0 NA 98.7 14.1
"3235" "Curarrehue" 2003 0 265.7 223.7 14 0 0 0
"3236" "Curarrehue" 2004 0 249.1 235.3 0 0 41.5 27.7
"3237" "Curarrehue" 2005 0 328.9 54.8 0 0 13.7 68.5
"3238" "Curarrehue" 2006 13.6 285.4 190.3 0 0 0 13.6
"3239" "Curarrehue" 2007 13.5 417.9 121.3 0 0 53.9 13.5
"3240" "Curarrehue" 2008 0 227.5 521.8 0 0 0 13.4
"3241" "Curarrehue" 2009 0 517.2 238.7 0 0 0 13.3
"3242" "Curarrehue" 2010 0 631.1 223.5 0 26.3 26.3 52.6
"3243" "Curarrehue" 2011 0 705 130.5 13.1 0 13.1 52.2
"3244" "Curarrehue" 2012 0 674 142.6 13 0 51.8 51.8
"3245" "Curarrehue" 2013 0 591.4 282.8 0 0 12.9 25.7
"3246" "Curarrehue" 2014 0 523.6 127.7 0 0 38.3 0
"3247" "Curarrehue" 2015 0 519.6 228.1 12.7 25.3 12.7 38
"3248" "Curarrehue" 2016 0 440.4 213.9 0 0 0 0
"3249" "Freire" 2001 7.6 126 NA 3.8 NA 11.5 3.8
"3250" "Freire" 2002 0 193.3 NA 3.8 NA 15.2 7.6
"3251" "Freire" 2003 0 327.2 237 11.3 0 7.5 3.8
"3252" "Freire" 2004 0 328.6 250.2 7.5 3.7 44.8 29.9
"3253" "Freire" 2005 7.4 363.3 133.5 7.4 0 37.1 22.2
"3254" "Freire" 2006 0 294.9 206.4 7.4 7.4 59 11.1
"3255" "Freire" 2007 0 172.2 109.9 3.7 18.3 55 7.3
"3256" "Freire" 2008 0 247.6 163.9 0 0 36.4 14.6
"3257" "Freire" 2009 3.6 311.4 206.4 3.6 18.1 61.6 14.5
"3258" "Freire" 2010 0 277.2 172.8 10.8 7.2 39.6 7.2
"3259" "Freire" 2011 0 340.4 290.3 10.8 10.8 60.9 14.3
"3260" "Freire" 2012 0 331.7 210.4 17.8 21.4 67.8 14.3
"3261" "Freire" 2013 0 323 280.4 3.5 28.4 31.9 24.8
"3262" "Freire" 2014 0 399.2 233.2 28.3 42.4 95.4 10.6
"3263" "Freire" 2015 0 295.4 214.5 24.6 21.1 52.8 7
"3264" "Freire" 2016 0 336.5 238.4 28 42.1 66.6 21
"3265" "Galvarino" 2001 15.8 189.3 NA 7.9 NA 39.4 7.9
"3266" "Galvarino" 2002 0 336 NA 8 NA 64 8
"3267" "Galvarino" 2003 8.1 308 137.8 32.4 0 32.4 24.3
"3268" "Galvarino" 2004 8.2 156.1 147.9 0 0 32.9 16.4
"3269" "Galvarino" 2005 0 83.3 33.3 0 0 8.3 8.3
"3270" "Galvarino" 2006 0 177.5 59.2 8.5 0 33.8 59.2
"3271" "Galvarino" 2007 0 257.2 111.4 0 0 51.4 17.1
"3272" "Galvarino" 2008 0 252.5 78.4 0 0 34.8 78.4
"3273" "Galvarino" 2009 0 344.4 97.1 0 8.8 70.6 79.5
"3274" "Galvarino" 2010 9 304.9 107.6 9 9 9 35.9
"3275" "Galvarino" 2011 0 245.9 109.3 18.2 0 45.5 36.4
"3276" "Galvarino" 2012 0 332.4 55.4 0 9.2 9.2 0
"3277" "Galvarino" 2013 9.4 347.1 46.9 0 9.4 18.8 37.5
"3278" "Galvarino" 2014 0 304.8 66.7 19.1 19.1 19.1 9.5
"3279" "Galvarino" 2015 0 358 87.1 0 9.7 67.7 0
"3280" "Galvarino" 2016 0 305.7 157.8 9.9 59.2 39.4 19.7
"3281" "Gorbea" 2001 0 479.6 NA 13 NA 129.6 25.9
"3282" "Gorbea" 2002 0 543.8 NA 0 NA 168.3 12.9
"3283" "Gorbea" 2003 0 795.6 401 12.9 0 71.1 32.3
"3284" "Gorbea" 2004 0 420.1 355.5 0 0 64.6 12.9
"3285" "Gorbea" 2005 12.9 419.8 322.9 6.5 0 90.4 12.9
"3286" "Gorbea" 2006 0 620.1 329.4 0 0 38.8 32.3
"3287" "Gorbea" 2007 0 348.8 258.4 0 0 64.6 6.5
"3288" "Gorbea" 2008 0 368.1 264.8 0 6.5 71 6.5
"3289" "Gorbea" 2009 0 587.8 361.7 6.5 0 45.2 6.5
"3290" "Gorbea" 2010 0 536 426.2 6.5 6.5 64.6 19.4
"3291" "Gorbea" 2011 0 575.3 426.6 19.4 0 38.8 19.4
"3292" "Gorbea" 2012 0 485.3 517.7 19.4 32.4 51.8 19.4
"3293" "Gorbea" 2013 0 466.3 297.9 13 38.9 58.3 19.4
"3294" "Gorbea" 2014 0 434.5 304.8 19.5 77.8 71.3 25.9
"3295" "Gorbea" 2015 0 558.1 318 26 32.4 84.4 26
"3296" "Gorbea" 2016 0 520.4 305.7 58.5 65 91.1 19.5
"3297" "Lautaro" 2001 0 533.2 NA 0 NA 54.2 12.1
"3298" "Lautaro" 2002 3 447.8 NA 3 NA 74.6 0
"3299" "Lautaro" 2003 0 677.5 174.6 8.9 11.8 41.4 8.9
"3300" "Lautaro" 2004 2.9 750.7 181.8 17.6 14.7 52.8 5.9
"3301" "Lautaro" 2005 0 735.3 165.7 0 11.6 122.1 2.9
"3302" "Lautaro" 2006 2.9 507.8 225 20.2 2.9 37.5 8.7
"3303" "Lautaro" 2007 0 403.7 237.6 0 11.5 60.1 14.3
"3304" "Lautaro" 2008 0 522.9 164.8 17.1 8.5 71 14.2
"3305" "Lautaro" 2009 0 612.1 265.2 31 2.8 87.4 22.6
"3306" "Lautaro" 2010 0 557.3 190.4 22.4 14 103.6 14
"3307" "Lautaro" 2011 0 545.5 161.4 27.8 41.7 75.1 25
"3308" "Lautaro" 2012 0 412.1 165.9 24.9 13.8 44.3 11.1
"3309" "Lautaro" 2013 0 398.6 263.9 44 5.5 63.2 5.5
"3310" "Lautaro" 2014 2.7 418.1 265 27.3 76.5 43.7 10.9
"3311" "Lautaro" 2015 0 461.7 190.1 35.3 51.6 67.9 19
"3312" "Lautaro" 2016 0 470.3 229.8 21.6 18.9 32.4 18.9
"3313" "Loncoche" 2001 0 300.5 NA 12.9 NA 21.5 0
"3314" "Loncoche" 2002 0 345.2 NA 8.6 NA 34.5 4.3
"3315" "Loncoche" 2003 4.3 763.4 273.3 8.7 0 65.1 0
"3316" "Loncoche" 2004 4.4 431.8 213.7 8.7 13.1 87.2 17.4
"3317" "Loncoche" 2005 0 460.5 258.8 4.4 0 74.6 8.8
"3318" "Loncoche" 2006 4.4 516.7 176.7 0 4.4 57.4 35.3
"3319" "Loncoche" 2007 0 444.5 297.8 4.4 4.4 22.2 0
"3320" "Loncoche" 2008 0 483.3 241.7 4.5 9 22.4 9
"3321" "Loncoche" 2009 0 594.8 441.6 13.5 9 54.1 18
"3322" "Loncoche" 2010 0 658.1 236 0 0 45.4 18.2
"3323" "Loncoche" 2011 4.6 635.7 443.6 22.9 32 68.6 9.1
"3324" "Loncoche" 2012 0 640.8 493.3 32.3 41.5 59.9 27.7
"3325" "Loncoche" 2013 0 636.5 487.9 18.6 46.5 97.6 9.3
"3326" "Loncoche" 2014 0 562.1 459 37.5 37.5 79.6 18.7
"3327" "Loncoche" 2015 0 732.1 519.6 47.2 28.3 127.5 14.2
"3328" "Loncoche" 2016 0 752.9 600.4 47.7 61.9 128.7 9.5
"3329" "Melipeuco" 2001 0 89.5 NA 17.9 NA 0 17.9
"3330" "Melipeuco" 2002 0 286.8 NA 0 NA 0 0
"3331" "Melipeuco" 2003 0 143.9 125.9 0 0 18 18
"3332" "Melipeuco" 2004 0 72.1 36.1 0 0 0 0
"3333" "Melipeuco" 2005 0 90.2 18 0 0 0 54.1
"3334" "Melipeuco" 2006 0 54.3 54.3 0 0 0 54.3
"3335" "Melipeuco" 2007 0 164 127.5 0 0 0 18.2
"3336" "Melipeuco" 2008 0 164.2 91.2 0 0 18.2 36.5
"3337" "Melipeuco" 2009 0 110.1 128.4 0 0 18.3 0
"3338" "Melipeuco" 2010 0 220.8 147.2 0 0 18.4 36.8
"3339" "Melipeuco" 2011 0 295.1 166 0 0 18.4 18.4
"3340" "Melipeuco" 2012 0 480.5 258.7 18.5 37 18.5 55.4
"3341" "Melipeuco" 2013 0 500.9 185.5 0 0 0 18.6
"3342" "Melipeuco" 2014 0 372.2 93.1 0 18.6 74.4 0
"3343" "Melipeuco" 2015 0 522.1 130.5 0 18.6 111.9 0
"3344" "Melipeuco" 2016 0 280.4 355.1 0 0 56.1 37.4
"3345" "Nueva Imperial" 2001 7.3 377.9 NA 0 NA 12.2 17.1
"3346" "Nueva Imperial" 2002 12.1 264 NA 2.4 NA 17 14.5
"3347" "Nueva Imperial" 2003 2.4 303.3 288.9 2.4 2.4 33.7 4.8
"3348" "Nueva Imperial" 2004 2.4 490.3 217.6 2.4 0 64.6 19.1
"3349" "Nueva Imperial" 2005 6.4 568.9 228.8 12.7 9.5 108.1 22.2
"3350" "Nueva Imperial" 2006 3.2 635.4 268.7 22.1 0 94.8 22.1
"3351" "Nueva Imperial" 2007 0 468.7 147.8 6.3 12.6 37.7 6.3
"3352" "Nueva Imperial" 2008 0 569.9 275.6 9.4 12.5 50.1 40.7
"3353" "Nueva Imperial" 2009 0 707 351.9 24.9 65.4 46.7 24.9
"3354" "Nueva Imperial" 2010 0 498.9 282 31 31 65.1 6.2
"3355" "Nueva Imperial" 2011 3.1 496.9 206.8 27.8 37 89.5 30.9
"3356" "Nueva Imperial" 2012 0 528.7 252.1 30.7 21.5 43 9.2
"3357" "Nueva Imperial" 2013 3.1 578.5 281.6 55.1 9.2 79.6 15.3
"3358" "Nueva Imperial" 2014 0 552 317.2 85.4 30.5 73.2 15.2
"3359" "Nueva Imperial" 2015 0 540.6 322 72.9 42.5 54.7 3
"3360" "Nueva Imperial" 2016 0 436.1 172.6 127.2 21.2 66.6 18.2
"3361" "Padre Las Casas" 2001 3.2 152.7 NA 11.4 NA 19.5 11.4
"3362" "Padre Las Casas" 2002 4.8 170.2 NA 9.5 NA 49.3 4.8
"3363" "Padre Las Casas" 2003 1.6 255.5 341.2 7.8 21.8 35.8 3.1
"3364" "Padre Las Casas" 2004 0 365 276.4 18.3 9.2 76.4 13.7
"3365" "Padre Las Casas" 2005 6 423.6 309.8 10.5 29.9 80.8 16.5
"3366" "Padre Las Casas" 2006 1.5 428.5 479.9 26.4 8.8 77.8 26.4
"3367" "Padre Las Casas" 2007 0 332.5 391.5 28.8 79.2 95 25.9
"3368" "Padre Las Casas" 2008 0 264.1 350.3 31.1 65 80.5 15.5
"3369" "Padre Las Casas" 2009 1.4 293.9 328.6 29.1 141.4 115.1 20.8
"3370" "Padre Las Casas" 2010 1.4 295.4 234.1 16.3 145.7 98 19.1
"3371" "Padre Las Casas" 2011 0 262.1 306.2 32.1 132.4 105.6 12
"3372" "Padre Las Casas" 2012 2.6 262.7 362.5 30.2 116.9 74.9 27.6
"3373" "Padre Las Casas" 2013 0 277.5 333 55.5 120 90.4 19.4
"3374" "Padre Las Casas" 2014 0 324.8 327.4 39.3 97.7 130.7 14
"3375" "Padre Las Casas" 2015 0 279.5 340.6 43.7 177.2 143.5 13.7
"3376" "Padre Las Casas" 2016 1.2 295.8 283.6 46.6 135 110.5 19.6
"3377" "Perquenco" 2001 0 242 NA 0 NA 0 15.1
"3378" "Perquenco" 2002 0 15 NA 0 NA 60.1 0
"3379" "Perquenco" 2003 0 238.9 74.6 0 0 14.9 14.9
"3380" "Perquenco" 2004 0 133.5 74.2 0 0 29.7 29.7
"3381" "Perquenco" 2005 0 339.3 73.8 0 0 14.8 0
"3382" "Perquenco" 2006 0 117.4 161.4 0 0 29.3 14.7
"3383" "Perquenco" 2007 0 204.5 14.6 0 0 29.2 14.6
"3384" "Perquenco" 2008 0 305.6 131 0 0 0 29.1
"3385" "Perquenco" 2009 0 463 188.1 0 14.5 72.3 14.5
"3386" "Perquenco" 2010 0 562.5 173.1 28.8 0 14.4 57.7
"3387" "Perquenco" 2011 0 359.2 71.8 14.4 0 43.1 0
"3388" "Perquenco" 2012 0 587.3 128.9 14.3 0 28.6 28.6
"3389" "Perquenco" 2013 0 256.9 228.3 0 0 57.1 14.3
"3390" "Perquenco" 2014 0 270.4 185 14.2 28.5 56.9 14.2
"3391" "Perquenco" 2015 0 326.1 212.7 28.4 28.4 42.5 42.5
"3392" "Perquenco" 2016 0 537.6 99 14.1 14.1 0 28.3
"3393" "Pitrufquén" 2001 0 525.3 NA 4.5 NA 53.4 4.5
"3394" "Pitrufquén" 2002 0 543.3 NA 4.4 NA 26.5 8.8
"3395" "Pitrufquén" 2003 0 714.3 355 17.5 4.4 57 4.4
"3396" "Pitrufquén" 2004 0 795.7 321.8 13 17.4 56.5 21.7
"3397" "Pitrufquén" 2005 0 578.3 410 0 4.3 77.7 25.9
"3398" "Pitrufquén" 2006 8.6 822.9 527.2 8.6 8.6 90 17.1
"3399" "Pitrufquén" 2007 0 549.5 264.1 17 12.8 63.9 0
"3400" "Pitrufquén" 2008 0 736.5 287.8 4.2 12.7 29.6 21.2
"3401" "Pitrufquén" 2009 0 656.1 172.4 42.1 12.6 58.9 16.8
"3402" "Pitrufquén" 2010 4.2 438.8 238.2 33.4 25.1 62.7 37.6
"3403" "Pitrufquén" 2011 0 599 187.2 29.1 16.6 49.9 29.1
"3404" "Pitrufquén" 2012 0 537.9 310.3 37.2 20.7 57.9 29
"3405" "Pitrufquén" 2013 4.1 518.9 275.9 12.4 45.3 57.7 20.6
"3406" "Pitrufquén" 2014 4.1 680.3 422.1 41 110.6 86.1 28.7
"3407" "Pitrufquén" 2015 0 640.1 309.9 69.3 122.3 48.9 12.2
"3408" "Pitrufquén" 2016 0 540.5 300.7 56.9 24.4 85.3 16.3
"3409" "Pucón" 2001 4.4 417.8 NA 40 NA 71.1 8.9
"3410" "Pucón" 2002 4.3 920.3 NA 12.8 NA 98.5 0
"3411" "Pucón" 2003 0 1069.5 999.3 41.3 4.1 119.7 0
"3412" "Pucón" 2004 4 1296.1 1044.8 23.9 16 27.9 12
"3413" "Pucón" 2005 0 1021.6 956.1 27 30.8 73.2 23.1
"3414" "Pucón" 2006 7.4 1116.8 1313.4 7.4 18.6 77.9 29.7
"3415" "Pucón" 2007 0 1205.1 1498.3 32.2 7.2 78.7 7.2
"3416" "Pucón" 2008 0 1456.3 1856.6 17.3 0 69 3.5
"3417" "Pucón" 2009 0 1507.3 883.7 10 30 30 16.7
"3418" "Pucón" 2010 0 1468 774.3 41.9 29 67.8 22.6
"3419" "Pucón" 2011 0 1763 721.4 46.6 15.5 74.6 24.9
"3420" "Pucón" 2012 0 1484.9 1025.9 54 27 69 24
"3421" "Pucón" 2013 0 1362.3 1272.5 34.8 40.6 55.1 11.6
"3422" "Pucón" 2014 0 1087.6 1093.2 33.6 50.5 58.9 16.8
